mean_contrast,coupling_strength,delta_C,plv
30,0.1,-20.0,0.35135767880125685
30,0.1,-15.555555555555555,0.2537018757889465
30,0.1,-11.11111111111111,0.2374285877350671
30,0.1,-6.666666666666666,0.2117530823900481
30,0.1,-2.2222222222222214,0.5570622937978128
30,0.1,2.2222222222222214,0.45120926132348826
30,0.1,6.666666666666668,0.3336118817972836
30,0.1,11.111111111111114,0.27910420374602474
30,0.1,15.555555555555557,0.28015197398067204
30,0.1,20.0,0.3619406829451186
30,0.2,-20.0,0.529451757578513
30,0.2,-15.555555555555555,0.4782053114608743
30,0.2,-11.11111111111111,0.44851063112976347
30,0.2,-6.666666666666666,0.44175058996186445
30,0.2,-2.2222222222222214,0.8033064274419186
30,0.2,2.2222222222222214,0.8795241318455738
30,0.2,6.666666666666668,0.6083527532957296
30,0.2,11.111111111111114,0.4538914452364375
30,0.2,15.555555555555557,0.5340794551440851
30,0.2,20.0,0.6506654796560714
30,0.30000000000000004,-20.0,0.7221906385927912
30,0.30000000000000004,-15.555555555555555,0.6519587409989279
30,0.30000000000000004,-11.11111111111111,0.63543540756631
30,0.30000000000000004,-6.666666666666666,0.7898451418683761
30,0.30000000000000004,-2.2222222222222214,0.907666114433726
30,0.30000000000000004,2.2222222222222214,0.9105067905093963
30,0.30000000000000004,6.666666666666668,0.7672452604607445
30,0.30000000000000004,11.111111111111114,0.671183921152141
30,0.30000000000000004,15.555555555555557,0.6615367027767178
30,0.30000000000000004,20.0,0.7032017666126245
30,0.4,-20.0,0.8291040361772342
30,0.4,-15.555555555555555,0.6965529859549338
30,0.4,-11.11111111111111,0.7002587929077572
30,0.4,-6.666666666666666,0.8730744848816431
30,0.4,-2.2222222222222214,0.9558029417347378
30,0.4,2.2222222222222214,0.9434710961503963
30,0.4,6.666666666666668,0.868876661076034
30,0.4,11.111111111111114,0.7536707788939524
30,0.4,15.555555555555557,0.7695433053004376
30,0.4,20.0,0.8082457674353136
30,0.5,-20.0,0.8053750411550202
30,0.5,-15.555555555555555,0.7690668355316145
30,0.5,-11.11111111111111,0.8854395246243725
30,0.5,-6.666666666666666,0.9502926171468723
30,0.5,-2.2222222222222214,0.965443535708202
30,0.5,2.2222222222222214,0.9648738674930917
30,0.5,6.666666666666668,0.946727144968283
30,0.5,11.111111111111114,0.7910752263459463
30,0.5,15.555555555555557,0.784493391246146
30,0.5,20.0,0.794695433638593
30,0.6,-20.0,0.8140919242226339
30,0.6,-15.555555555555555,0.8161355296600508
30,0.6,-11.11111111111111,0.9162987242750129
30,0.6,-6.666666666666666,0.9574202044008074
30,0.6,-2.2222222222222214,0.9667101009332912
30,0.6,2.2222222222222214,0.9677095732569926
30,0.6,6.666666666666668,0.9599599710405258
30,0.6,11.111111111111114,0.9135034533656938
30,0.6,15.555555555555557,0.8319101267350527
30,0.6,20.0,0.8162928827608968
30,0.7000000000000001,-20.0,0.7902867213818154
30,0.7000000000000001,-15.555555555555555,0.8962844195659829
30,0.7000000000000001,-11.11111111111111,0.9444362718514745
30,0.7000000000000001,-6.666666666666666,0.961283463891256
30,0.7000000000000001,-2.2222222222222214,0.9664505048300539
30,0.7000000000000001,2.2222222222222214,0.9679161545545424
30,0.7000000000000001,6.666666666666668,0.9566049681884276
30,0.7000000000000001,11.111111111111114,0.9467377259902617
30,0.7000000000000001,15.555555555555557,0.877213782540782
30,0.7000000000000001,20.0,0.8134225856267897
30,0.8,-20.0,0.8869030105144559
30,0.8,-15.555555555555555,0.9195248081415521
30,0.8,-11.11111111111111,0.9404555434344724
30,0.8,-6.666666666666666,0.9472714868370259
30,0.8,-2.2222222222222214,0.9529574628211264
30,0.8,2.2222222222222214,0.957167363284872
30,0.8,6.666666666666668,0.9380709669160979
30,0.8,11.111111111111114,0.9464436490043017
30,0.8,15.555555555555557,0.899563030608957
30,0.8,20.0,0.8682384842667872
30,0.9,-20.0,0.8855028305304251
30,0.9,-15.555555555555555,0.9001231085963752
30,0.9,-11.11111111111111,0.9219098188801222
30,0.9,-6.666666666666666,0.8812779652896898
30,0.9,-2.2222222222222214,0.9064492800429245
30,0.9,2.2222222222222214,0.9129965580407793
30,0.9,6.666666666666668,0.885334124633762
30,0.9,11.111111111111114,0.9164466801415745
30,0.9,15.555555555555557,0.8927159055887498
30,0.9,20.0,0.8926168874914951
30,1.0,-20.0,0.855126971566887
30,1.0,-15.555555555555555,0.8692789809243789
30,1.0,-11.11111111111111,0.8514075892864641
30,1.0,-6.666666666666666,0.8603046984576773
30,1.0,-2.2222222222222214,0.8892044869405
30,1.0,2.2222222222222214,0.8836420017513056
30,1.0,6.666666666666668,0.8471611556255074
30,1.0,11.111111111111114,0.8398849079493764
30,1.0,15.555555555555557,0.864684833931242
30,1.0,20.0,0.861354462764484
50,0.1,-20.0,0.09651945831067367
50,0.1,-15.555555555555555,0.11885888886153767
50,0.1,-11.11111111111111,0.12184846592917462
50,0.1,-6.666666666666666,0.2393634654582045
50,0.1,-2.2222222222222214,0.7022432166134553
50,0.1,2.2222222222222214,0.578233636709902
50,0.1,6.666666666666668,0.23459098046038998
50,0.1,11.111111111111114,0.1649839821593359
50,0.1,15.555555555555557,0.12535539340940133
50,0.1,20.0,0.08177914646490364
50,0.2,-20.0,0.1819087872772076
50,0.2,-15.555555555555555,0.27887148709476095
50,0.2,-11.11111111111111,0.3120092655477607
50,0.2,-6.666666666666666,0.477676150022862
50,0.2,-2.2222222222222214,0.9147610600216127
50,0.2,2.2222222222222214,0.8921124575297098
50,0.2,6.666666666666668,0.7152742891910988
50,0.2,11.111111111111114,0.3853519034895631
50,0.2,15.555555555555557,0.2299714632277547
50,0.2,20.0,0.20638018402458252
50,0.30000000000000004,-20.0,0.3129644604099591
50,0.30000000000000004,-15.555555555555555,0.38767622732076656
50,0.30000000000000004,-11.11111111111111,0.5717106219313507
50,0.30000000000000004,-6.666666666666666,0.847700990684814
50,0.30000000000000004,-2.2222222222222214,0.9726895357818485
50,0.30000000000000004,2.2222222222222214,0.9742138826963149
50,0.30000000000000004,6.666666666666668,0.776326743701881
50,0.30000000000000004,11.111111111111114,0.5429435040191043
50,0.30000000000000004,15.555555555555557,0.4067660414395096
50,0.30000000000000004,20.0,0.28606699488428416
50,0.4,-20.0,0.4811649821561963
50,0.4,-15.555555555555555,0.7286631692545952
50,0.4,-11.11111111111111,0.8886598444323166
50,0.4,-6.666666666666666,0.9664252439928267
50,0.4,-2.2222222222222214,0.9749678212775815
50,0.4,2.2222222222222214,0.9849667939230909
50,0.4,6.666666666666668,0.9656360818251645
50,0.4,11.111111111111114,0.8255172647683849
50,0.4,15.555555555555557,0.7202814122369804
50,0.4,20.0,0.4828396922959376
50,0.5,-20.0,0.8248192059448605
50,0.5,-15.555555555555555,0.9003715544364999
50,0.5,-11.11111111111111,0.9698242345594186
50,0.5,-6.666666666666666,0.9818054473519693
50,0.5,-2.2222222222222214,0.9877157111857363
50,0.5,2.2222222222222214,0.9861231915502726
50,0.5,6.666666666666668,0.9820558055415574
50,0.5,11.111111111111114,0.9692782251929222
50,0.5,15.555555555555557,0.8869864561922174
50,0.5,20.0,0.8177058436412141
50,0.6,-20.0,0.9383152036460267
50,0.6,-15.555555555555555,0.9646937320342798
50,0.6,-11.11111111111111,0.9851165875230874
50,0.6,-6.666666666666666,0.98816979184007
50,0.6,-2.2222222222222214,0.989232264670027
50,0.6,2.2222222222222214,0.988706464951787
50,0.6,6.666666666666668,0.9867247054405734
50,0.6,11.111111111111114,0.9806469603750798
50,0.6,15.555555555555557,0.9764271069844678
50,0.6,20.0,0.9459556050581606
50,0.7000000000000001,-20.0,0.9812533317408101
50,0.7000000000000001,-15.555555555555555,0.9806052129647558
50,0.7000000000000001,-11.11111111111111,0.9808513809376835
50,0.7000000000000001,-6.666666666666666,0.986309542625555
50,0.7000000000000001,-2.2222222222222214,0.9843163273125894
50,0.7000000000000001,2.2222222222222214,0.9848736136576258
50,0.7000000000000001,6.666666666666668,0.9827729453227637
50,0.7000000000000001,11.111111111111114,0.9853178274439715
50,0.7000000000000001,15.555555555555557,0.9799795242274277
50,0.7000000000000001,20.0,0.9798082799357591
50,0.8,-20.0,0.9474676584583805
50,0.8,-15.555555555555555,0.9555222765123448
50,0.8,-11.11111111111111,0.9643576424384153
50,0.8,-6.666666666666666,0.9610540563776759
50,0.8,-2.2222222222222214,0.9962888615301503
50,0.8,2.2222222222222214,0.9939978830234331
50,0.8,6.666666666666668,0.9548754671957701
50,0.8,11.111111111111114,0.9686016509629746
50,0.8,15.555555555555557,0.9610823881169083
50,0.8,20.0,0.9378280720453309
50,0.9,-20.0,0.9314465375510235
50,0.9,-15.555555555555555,0.9624416053476945
50,0.9,-11.11111111111111,0.9675888688540648
50,0.9,-6.666666666666666,0.9930462578514581
50,0.9,-2.2222222222222214,0.9952792119042684
50,0.9,2.2222222222222214,0.9971350009624487
50,0.9,6.666666666666668,0.9917243249503078
50,0.9,11.111111111111114,0.9655189987113263
50,0.9,15.555555555555557,0.9579942213983567
50,0.9,20.0,0.9307411484161027
50,1.0,-20.0,0.8983501124170948
50,1.0,-15.555555555555555,0.9514081877686543
50,1.0,-11.11111111111111,0.9836808952060813
50,1.0,-6.666666666666666,0.9787488918616942
50,1.0,-2.2222222222222214,0.9913373967457093
50,1.0,2.2222222222222214,0.9916006943166765
50,1.0,6.666666666666668,0.9878000091642161
50,1.0,11.111111111111114,0.9738765839583751
50,1.0,15.555555555555557,0.9599515750826897
50,1.0,20.0,0.9147347425279935
70,0.1,-20.0,0.24111475212417258
70,0.1,-15.555555555555555,0.2879713275904808
70,0.1,-11.11111111111111,0.3049299868999827
70,0.1,-6.666666666666666,0.5061708074482535
70,0.1,-2.2222222222222214,0.6605064282594083
70,0.1,2.2222222222222214,0.509800851280917
70,0.1,6.666666666666668,0.5935669902523151
70,0.1,11.111111111111114,0.4375786283663659
70,0.1,15.555555555555557,0.3753238834641466
70,0.1,20.0,0.292444940153277
70,0.2,-20.0,0.7185893010475171
70,0.2,-15.555555555555555,0.6724604993960909
70,0.2,-11.11111111111111,0.8414372332428348
70,0.2,-6.666666666666666,0.8203949278533949
70,0.2,-2.2222222222222214,0.9107573717850675
70,0.2,2.2222222222222214,0.8302584690615263
70,0.2,6.666666666666668,0.8305403961468963
70,0.2,11.111111111111114,0.7996903269753493
70,0.2,15.555555555555557,0.7026529120322228
70,0.2,20.0,0.5872369831169078
70,0.30000000000000004,-20.0,0.8727364459011125
70,0.30000000000000004,-15.555555555555555,0.8904473741488964
70,0.30000000000000004,-11.11111111111111,0.9264194920246412
70,0.30000000000000004,-6.666666666666666,0.881072334327223
70,0.30000000000000004,-2.2222222222222214,0.8805120614696281
70,0.30000000000000004,2.2222222222222214,0.910304177957862
70,0.30000000000000004,6.666666666666668,0.9171662658856676
70,0.30000000000000004,11.111111111111114,0.872138603832969
70,0.30000000000000004,15.555555555555557,0.897134162624153
70,0.30000000000000004,20.0,0.8820177862312035
70,0.4,-20.0,0.9419295634820454
70,0.4,-15.555555555555555,0.9549886477054392
70,0.4,-11.11111111111111,0.9189763949653705
70,0.4,-6.666666666666666,0.9182923808283554
70,0.4,-2.2222222222222214,0.9274353688210857
70,0.4,2.2222222222222214,0.9269846768368897
70,0.4,6.666666666666668,0.923641494061462
70,0.4,11.111111111111114,0.957552676757469
70,0.4,15.555555555555557,0.9327147721275928
70,0.4,20.0,0.9614061872460838
70,0.5,-20.0,0.9957021324502916
70,0.5,-15.555555555555555,0.995516758380135
70,0.5,-11.11111111111111,0.9970833021886888
70,0.5,-6.666666666666666,0.9972789646655232
70,0.5,-2.2222222222222214,0.9990164995176075
70,0.5,2.2222222222222214,0.9990150761331416
70,0.5,6.666666666666668,0.9977651178261975
70,0.5,11.111111111111114,0.9970394041298288
70,0.5,15.555555555555557,0.9955157107274154
70,0.5,20.0,0.9958840694283656
70,0.6,-20.0,0.9925684333565669
70,0.6,-15.555555555555555,0.9943510097319456
70,0.6,-11.11111111111111,0.9951183883543364
70,0.6,-6.666666666666666,0.9974881922275675
70,0.6,-2.2222222222222214,0.9990245353133228
70,0.6,2.2222222222222214,0.9989303133484636
70,0.6,6.666666666666668,0.9975678529708533
70,0.6,11.111111111111114,0.9947029295133472
70,0.6,15.555555555555557,0.9945313133950335
70,0.6,20.0,0.9967601720987918
70,0.7000000000000001,-20.0,0.9863613378134889
70,0.7000000000000001,-15.555555555555555,0.9876336990631376
70,0.7000000000000001,-11.11111111111111,0.9926799719558398
70,0.7000000000000001,-6.666666666666666,0.9970441258476258
70,0.7000000000000001,-2.2222222222222214,0.9988140892844156
70,0.7000000000000001,2.2222222222222214,0.9988765026402683
70,0.7000000000000001,6.666666666666668,0.9965510914175753
70,0.7000000000000001,11.111111111111114,0.992939150018582
70,0.7000000000000001,15.555555555555557,0.9875657485463839
70,0.7000000000000001,20.0,0.9861525509038208
70,0.8,-20.0,0.9685821025349151
70,0.8,-15.555555555555555,0.9827473856001169
70,0.8,-11.11111111111111,0.9914563449555769
70,0.8,-6.666666666666666,0.995067273148202
70,0.8,-2.2222222222222214,0.9982876429151356
70,0.8,2.2222222222222214,0.9980222912273482
70,0.8,6.666666666666668,0.9951497001760209
70,0.8,11.111111111111114,0.9898284399264803
70,0.8,15.555555555555557,0.982709511476908
70,0.8,20.0,0.9700137278968987
70,0.9,-20.0,0.9551589979484782
70,0.9,-15.555555555555555,0.9626323362163473
70,0.9,-11.11111111111111,0.9764920050478951
70,0.9,-6.666666666666666,0.9872881582819332
70,0.9,-2.2222222222222214,0.991514017244761
70,0.9,2.2222222222222214,0.9914065446522211
70,0.9,6.666666666666668,0.9859539185611875
70,0.9,11.111111111111114,0.9747345164697612
70,0.9,15.555555555555557,0.9655817728329067
70,0.9,20.0,0.9575541444885293
70,1.0,-20.0,0.9338718845553301
70,1.0,-15.555555555555555,0.9487092877021288
70,1.0,-11.11111111111111,0.9718795907456392
70,1.0,-6.666666666666666,0.9873196034442935
70,1.0,-2.2222222222222214,0.9944074864986125
70,1.0,2.2222222222222214,0.9935801577204887
70,1.0,6.666666666666668,0.989631121940117
70,1.0,11.111111111111114,0.9759854371301383
70,1.0,15.555555555555557,0.9419469155328496
70,1.0,20.0,0.9323959462084047
